127.0.0.1,"ultra realistic image of a Female person of Teenager age with Medium skin color and Rough skin texture , Round eye shape, High eye brow shape, Amber eye color, Almond pupil color, Swirled iris pattern, Average eye size, Average eye lashes, Shallow eye socket shape, Minimal eye lid rinkles, Average distance between eyes, with Hooked nose shape , Convex nose bridge, Crooked nose tip, Wide nose nostril flare, Average nose nostril size, Flared nose nostril shape, Asymmetrical nose nostril placement, Concave nose ridge, Deviated nose nasal septum devitaion, and with lips as Thin lips shape, Brown lip color, Average lips cupid bow, Average lip thickness, Rough lip texture, Few lip wrinkles, Thin lip volume, Lower lip Position, Yes lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Square cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Thick facial hair, Yes cheek moles, No cheek scarring, with chin as Pointy chin shape, Average chin pointiness, Average chin size, Yes chin dimples, No chin cleft, Prominent chin bone prominence, Yes chin facial hair, No chin moles, No chin scarring, Rough chin skin texture, with forehead as Round forehead shape, undefined forehead height, Average forehead slope, Recessed brow ridge prominence, Many forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Blonde hair color, Straight hair texture, Medium hair length, Extra-Thick hair thickness, High hair density, Left hair part, Ponytail hair style, Yes hair highlights, Yes baldness, Yes scalp markings",546112,dfbf3e91-c5a5-49bc-8658-48d79c61df35
127.0.0.1,"A Male person of Teenager age with Fair skin color and Rough skin texture , Monolid eye shape, High eye brow shape, Black eye color, Diamond pupil color, Swirled iris pattern, Average eye size, Thin eye lashes, undefined eye socket shape, None eye lid rinkles, Close distance between eyes, with Aquiline nose shape , Convex nose bridge, Crooked nose tip, Average nose nostril flare, Average nose nostril size, Narrow nose nostril shape, Average nose nostril placement, Average nose ridge, Septal Perforation nose nasal septum devitaion, and with lips as Curved lips shape, Pink lip color, Average lips cupid bow, undefined lip thickness, Rough lip texture, undefined lip wrinkles, Average lip volume, Lower lip Position, No lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Oval cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Medium facial hair, Yes cheek moles, Yes cheek scarring, with chin as Pointy chin shape, Recessed chin pointiness, Small chin size, No chin dimples, Yes chin cleft, Prominent chin bone prominence, Yes chin facial hair, Yes chin moles, Yes chin scarring, Rough chin skin texture, with forehead as Triangular forehead shape, Average forehead height, Average forehead slope, Average brow ridge prominence, Some forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Brown hair color, Curly hair texture, Medium hair length, Thick hair thickness, Medium hair density, Left hair part, Up-Do hair style, No hair highlights, No baldness, Yes scalp markings",,696e97a6-40f5-4ff2-ac1e-3317544cc472
127.0.0.1,"A Male person of Teenager age with Fair skin color and Rough skin texture , Monolid eye shape, High eye brow shape, Black eye color, Diamond pupil color, Swirled iris pattern, Average eye size, Thin eye lashes, undefined eye socket shape, None eye lid rinkles, Close distance between eyes, with Aquiline nose shape , Convex nose bridge, Crooked nose tip, Average nose nostril flare, Average nose nostril size, Narrow nose nostril shape, Average nose nostril placement, Average nose ridge, Septal Perforation nose nasal septum devitaion, and with lips as Curved lips shape, Pink lip color, Average lips cupid bow, undefined lip thickness, Rough lip texture, undefined lip wrinkles, Average lip volume, Lower lip Position, No lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Oval cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Medium facial hair, Yes cheek moles, Yes cheek scarring, with chin as Pointy chin shape, Recessed chin pointiness, Small chin size, No chin dimples, Yes chin cleft, Prominent chin bone prominence, Yes chin facial hair, Yes chin moles, Yes chin scarring, Rough chin skin texture, with forehead as Triangular forehead shape, Average forehead height, Average forehead slope, Average brow ridge prominence, Some forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Brown hair color, Curly hair texture, Medium hair length, Thick hair thickness, Medium hair density, Left hair part, Up-Do hair style, No hair highlights, No baldness, Yes scalp markings",,71057b9c-fd79-4d3b-a815-5c2ecd640e1c
127.0.0.1,"A Male person of Teenager age with Fair skin color and Rough skin texture , Monolid eye shape, High eye brow shape, Black eye color, Diamond pupil color, Swirled iris pattern, Average eye size, Thin eye lashes, undefined eye socket shape, None eye lid rinkles, Close distance between eyes, with Aquiline nose shape , Convex nose bridge, Crooked nose tip, Average nose nostril flare, Average nose nostril size, Narrow nose nostril shape, Average nose nostril placement, Average nose ridge, Septal Perforation nose nasal septum devitaion, and with lips as Curved lips shape, Pink lip color, Average lips cupid bow, undefined lip thickness, Rough lip texture, undefined lip wrinkles, Average lip volume, Lower lip Position, No lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Oval cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Medium facial hair, Yes cheek moles, Yes cheek scarring, with chin as Pointy chin shape, Recessed chin pointiness, Small chin size, No chin dimples, Yes chin cleft, Prominent chin bone prominence, Yes chin facial hair, Yes chin moles, Yes chin scarring, Rough chin skin texture, with forehead as Triangular forehead shape, Average forehead height, Average forehead slope, Average brow ridge prominence, Some forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Brown hair color, Curly hair texture, Medium hair length, Thick hair thickness, Medium hair density, Left hair part, Up-Do hair style, No hair highlights, No baldness, Yes scalp markings",,ec97fa5c-34f9-4050-aed2-b1d5537b05ca
127.0.0.1,"A Male person of Teenager age with Fair skin color and Rough skin texture , Monolid eye shape, High eye brow shape, Black eye color, Diamond pupil color, Swirled iris pattern, Average eye size, Thin eye lashes, undefined eye socket shape, None eye lid rinkles, Close distance between eyes, with Aquiline nose shape , Convex nose bridge, Crooked nose tip, Average nose nostril flare, Average nose nostril size, Narrow nose nostril shape, Average nose nostril placement, Average nose ridge, Septal Perforation nose nasal septum devitaion, and with lips as Curved lips shape, Pink lip color, Average lips cupid bow, undefined lip thickness, Rough lip texture, undefined lip wrinkles, Average lip volume, Lower lip Position, No lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Oval cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Medium facial hair, Yes cheek moles, Yes cheek scarring, with chin as Pointy chin shape, Recessed chin pointiness, Small chin size, No chin dimples, Yes chin cleft, Prominent chin bone prominence, Yes chin facial hair, Yes chin moles, Yes chin scarring, Rough chin skin texture, with forehead as Triangular forehead shape, Average forehead height, Average forehead slope, Average brow ridge prominence, Some forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Brown hair color, Curly hair texture, Medium hair length, Thick hair thickness, Medium hair density, Left hair part, Up-Do hair style, No hair highlights, No baldness, Yes scalp markings",,beabeb07-1528-4d15-9f8e-50302de4bfa1
127.0.0.1,"A Male person of Teenager age with Fair skin color and Rough skin texture , Monolid eye shape, High eye brow shape, Black eye color, Diamond pupil color, Swirled iris pattern, Average eye size, Thin eye lashes, undefined eye socket shape, None eye lid rinkles, Close distance between eyes, with Aquiline nose shape , Convex nose bridge, Crooked nose tip, Average nose nostril flare, Average nose nostril size, Narrow nose nostril shape, Average nose nostril placement, Average nose ridge, Septal Perforation nose nasal septum devitaion, and with lips as Curved lips shape, Pink lip color, Average lips cupid bow, undefined lip thickness, Rough lip texture, undefined lip wrinkles, Average lip volume, Lower lip Position, No lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Oval cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Medium facial hair, Yes cheek moles, Yes cheek scarring, with chin as Pointy chin shape, Recessed chin pointiness, Small chin size, No chin dimples, Yes chin cleft, Prominent chin bone prominence, Yes chin facial hair, Yes chin moles, Yes chin scarring, Rough chin skin texture, with forehead as Triangular forehead shape, Average forehead height, Average forehead slope, Average brow ridge prominence, Some forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Brown hair color, Curly hair texture, Medium hair length, Thick hair thickness, Medium hair density, Left hair part, Up-Do hair style, No hair highlights, No baldness, Yes scalp markings",,08637783-e3fc-4f24-ab50-e19d0fb6b6a4
127.0.0.1,"ultra realistic image of a Female person of Teenager age with Medium skin color and Rough skin texture , Round eye shape, High eye brow shape, Amber eye color, Almond pupil color, Swirled iris pattern, Average eye size, Average eye lashes, Shallow eye socket shape, Minimal eye lid rinkles, Average distance between eyes, with Hooked nose shape , Convex nose bridge, Crooked nose tip, Wide nose nostril flare, Average nose nostril size, Flared nose nostril shape, Asymmetrical nose nostril placement, Concave nose ridge, Deviated nose nasal septum devitaion, and with lips as Thin lips shape, Brown lip color, Average lips cupid bow, Average lip thickness, Rough lip texture, Few lip wrinkles, Thin lip volume, Lower lip Position, Yes lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Square cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Thick facial hair, Yes cheek moles, No cheek scarring, with chin as Pointy chin shape, Average chin pointiness, Average chin size, Yes chin dimples, No chin cleft, Prominent chin bone prominence, Yes chin facial hair, No chin moles, No chin scarring, Rough chin skin texture, with forehead as Round forehead shape, undefined forehead height, Average forehead slope, Recessed brow ridge prominence, Many forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Blonde hair color, Straight hair texture, Medium hair length, Extra-Thick hair thickness, High hair density, Left hair part, Ponytail hair style, Yes hair highlights, Yes baldness, Yes scalp markings",,5b364fa5-39e2-4f1b-b8c1-eefa02bc2a78
127.0.0.1,"ultra realistic image of a Female person of Teenager age with Medium skin color and Rough skin texture , Round eye shape, High eye brow shape, Amber eye color, Almond pupil color, Swirled iris pattern, Average eye size, Average eye lashes, Shallow eye socket shape, Minimal eye lid rinkles, Average distance between eyes, with Hooked nose shape , Convex nose bridge, Crooked nose tip, Wide nose nostril flare, Average nose nostril size, Flared nose nostril shape, Asymmetrical nose nostril placement, Concave nose ridge, Deviated nose nasal septum devitaion, and with lips as Thin lips shape, Brown lip color, Average lips cupid bow, Average lip thickness, Rough lip texture, Few lip wrinkles, Thin lip volume, Lower lip Position, Yes lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Square cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Thick facial hair, Yes cheek moles, No cheek scarring, with chin as Pointy chin shape, Average chin pointiness, Average chin size, Yes chin dimples, No chin cleft, Prominent chin bone prominence, Yes chin facial hair, No chin moles, No chin scarring, Rough chin skin texture, with forehead as Round forehead shape, undefined forehead height, Average forehead slope, Recessed brow ridge prominence, Many forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Blonde hair color, Straight hair texture, Medium hair length, Extra-Thick hair thickness, High hair density, Left hair part, Ponytail hair style, Yes hair highlights, Yes baldness, Yes scalp markings",,1442b7df-cc6e-49fc-b1d0-75e529a5fd2c
127.0.0.1,"ultra realistic image of a Female person of Teenager age with Medium skin color and Rough skin texture , Round eye shape, High eye brow shape, Amber eye color, Almond pupil color, Swirled iris pattern, Average eye size, Average eye lashes, Shallow eye socket shape, Minimal eye lid rinkles, Average distance between eyes, with Hooked nose shape , Convex nose bridge, Crooked nose tip, Wide nose nostril flare, Average nose nostril size, Flared nose nostril shape, Asymmetrical nose nostril placement, Concave nose ridge, Deviated nose nasal septum devitaion, and with lips as Thin lips shape, Brown lip color, Average lips cupid bow, Average lip thickness, Rough lip texture, Few lip wrinkles, Thin lip volume, Lower lip Position, Yes lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Square cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Thick facial hair, Yes cheek moles, No cheek scarring, with chin as Pointy chin shape, Average chin pointiness, Average chin size, Yes chin dimples, No chin cleft, Prominent chin bone prominence, Yes chin facial hair, No chin moles, No chin scarring, Rough chin skin texture, with forehead as Round forehead shape, undefined forehead height, Average forehead slope, Recessed brow ridge prominence, Many forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Blonde hair color, Straight hair texture, Medium hair length, Extra-Thick hair thickness, High hair density, Left hair part, Ponytail hair style, Yes hair highlights, Yes baldness, Yes scalp markings",,ab7da6d8-f72b-4ae2-bdfb-28b817176c15
127.0.0.1,"ultra realistic image of a Female person of Teenager age with Medium skin color and Rough skin texture , Round eye shape, High eye brow shape, Amber eye color, Almond pupil color, Swirled iris pattern, Average eye size, Average eye lashes, Shallow eye socket shape, Minimal eye lid rinkles, Average distance between eyes, with Hooked nose shape , Convex nose bridge, Crooked nose tip, Wide nose nostril flare, Average nose nostril size, Flared nose nostril shape, Asymmetrical nose nostril placement, Concave nose ridge, Deviated nose nasal septum devitaion, and with lips as Thin lips shape, Brown lip color, Average lips cupid bow, Average lip thickness, Rough lip texture, Few lip wrinkles, Thin lip volume, Lower lip Position, Yes lip scarring, Average lip size, Relaxed lip pucker, undefined lip smile and with cheeks as Square cheek shape, Average cheeck fullness, Average cheek bone shape, Average cheeks smile line, Enhanced cheek blush, Yes sunken cheeks, Yes cheek dimples, Thick facial hair, Yes cheek moles, No cheek scarring, with chin as Pointy chin shape, Average chin pointiness, Average chin size, Yes chin dimples, No chin cleft, Prominent chin bone prominence, Yes chin facial hair, No chin moles, No chin scarring, Rough chin skin texture, with forehead as Round forehead shape, undefined forehead height, Average forehead slope, Recessed brow ridge prominence, Many forehead wrinkles, Average forehead hairline, Average forehead sweat glands, Average forehead veins, Yes forehead moles, Yes forehead scarring, with hair as Blonde hair color, Straight hair texture, Medium hair length, Extra-Thick hair thickness, High hair density, Left hair part, Ponytail hair style, Yes hair highlights, Yes baldness, Yes scalp markings",,c465431a-cdf1-44c4-b048-d02d45996e42
